0|21.007290560752153
1|18.556290317326784
2|16.14363380521536
3|15.295415433123708
4|13.567636040970683
5|12.3914376180619
6|11.820996104739606
7|10.778463510796428
8|10.299835650250316
9|9.899515653029084
10|8.779326973482966
12|8.111125017516315
13|7.8396883718669415
14|7.212893353775144
15|6.953507808037102
16|6.881164617836475
17|6.783500104211271
18|6.087420956231654
19|6.082068581134081
20|5.987435909919441
21|5.718653416261077
22|5.450616545975208
23|5.212887138128281
24|5.052047467790544
25|4.910707936622202
26|4.771310639567673
27|4.344364655204117
28|4.188486434519291
30|4.131194565445185
31|3.941289832815528
32|3.9107698830775917
33|3.6516802147962153
35|3.387439725920558
37|3.378405472263694
39|3.1692927330732346
40|2.99011672148481
43|2.9303915495984256
44|2.850220000371337
46|2.687987563200295
47|2.6788889169692993
48|2.5637901234440506
50|2.4990290203131735
51|2.425671972334385
53|2.401414263062179
54|2.298884720541537
57|2.268980868626386
58|2.2118624970316887
59|2.0942446244880557
60|2.057038039434701
62|2.03362578433007
67|1.9955595382489264
68|1.8837386006489396
70|1.8133461796678603
72|1.728851561434567
74|1.7199907908216119
79|1.6417042147368193
80|1.5984129873104393
85|1.519258865620941
86|1.4686887878924608
89|1.4053490795195103
94|1.401156877167523
95|1.361104177776724
98|1.3523597363382578
99|1.344513607211411
101|1.3184594991616905
102|1.2841356974095106
104|1.268293228931725
105|1.21813251869753
106|1.170571101596579
111|1.1222621351480484
116|1.110996283357963
124|1.0297935970593244
128|1.009931204142049
132|0.9795299633406103
136|0.9739707233384252
139|0.9539834030438215
142|0.9332210924476385
147|0.9039861352648586
150|0.8682341789826751
155|0.8444173880852759
161|0.8328314230311662
163|0.7879195532295853
165|0.7742744258139282
178|0.7247307747602463
188|0.6824501988012344
191|0.6683365202043205
206|0.6383000740315765
218|0.607962560839951
225|0.6079452664125711
228|0.5965623520314693
235|0.5951714490074664
237|0.544052209937945
253|0.5380615498870611
260|0.5066890547750518
274|0.5032626379979774
284|0.4681495517725125
307|0.45917549659498036
319|0.44519968377426267
323|0.4436862363945693
341|0.43843491468578577
346|0.4377137190895155
348|0.42071159463375807
355|0.3902684837812558
375|0.38723686581943184
379|0.37692410324234515
381|0.3360605128109455
448|0.329000266850926
477|0.3227509499993175
495|0.32191480579786
503|0.2813254507491365
566|0.2768060084199533
598|0.2759659616276622
610|0.25898651871830225
611|0.257980227121152
630|0.25548291753511876
656|0.24042294337414205
708|0.22220458270749077
719|0.21077691030222923
734|0.21051349211484194
787|0.19914715050254017
839|0.19586107216309756
907|0.19385016825981438
912|0.18201783520635217
1013|0.17849305283743888
1064|0.17678169504506513
1083|0.17125077592208982
1151|0.17000893340446055
1179|0.16713939170585945
1188|0.1671054745092988
1217|0.16200657084118575
1249|0.16030478017637506
1251|0.16020555805880576
1315|0.14353289996506646
1361|0.13895881280768663
1512|0.1373649772722274
1550|0.13260663975961506
1666|0.12472289276774973
1935|0.12298780569108203
1956|0.12117283319821581
2066|0.11674633366055787
2129|0.11319785582600161
2246|0.11234702423098497
2276|0.11218363171792589
2317|0.10458234802354127
2555|0.10000975782168098
2570|0.09906288181082346
2636|0.09892097252304666
2699|0.09883760314551182
2800|0.09830634968238883
2846|0.09704964075353928
2898|0.09335167464450933
2966|0.09303838448249735
3051|0.092387055803556
3121|0.09077068956685252
3227|0.08808250271249563
3393|0.0868035013845656
3498|0.08663376976619475
3532|0.08497641427675262
3617|0.08464992785593495
3643|0.08253130476805381
3683|0.08198925651959144
3986|0.07941911366651766
4025|0.07896852953126654
4082|0.07838107290444896
4258|0.078368956776103
4290|0.07754069843213074
4346|0.07460200344212353
4599|0.07369961589574814
4643|0.07313263244577684
4906|0.0729439953865949
4962|0.072730255080387
4971|0.07157522012130357
4999|0.07117306673899293
5117|0.07055063513689674
5216|0.07048597335233353
5223|0.07044854437117465
5249|0.07036062324186787
5276|0.06987457672948949
5331|0.06961589597631246
5346|0.06923263068892993
5450|0.069069283810677
5463|0.06896410696208477
5487|0.06856221426278353
5619|0.06553310062736273
6204|0.06477279504179023
6232|0.06412429755437188
6358|0.06401428545359522
6413|0.06393584050238132
6542|0.06356847885763273
6559|0.06206457922235131
6879|0.06136433719075285
7248|0.06132523078122176
7344|0.061216361878905445
7351|0.06094804665190168
7442|0.060210865252884105
7623|0.05979949817992747
7789|0.058353796135634184
7994|0.05814845280838199
8001|0.057304589194245636
8854|0.05641347402706742
9099|0.05632882067584433
9316|0.05598517638281919
9689|0.05573300283867866
9844|0.05508588957309257
